,,,,,,,,,,,
Gerencia,Cadena,Plu,Nombre Plu,Subl,Sublinea,Subcat,Subcategoria,Marc,Marca,Clase Marca,Estrategia
Gran Consumo,Carulla,3211605,Aceite de Coco Organico,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3226878,Almendra Natural,59,PASABOCAS,5620,OTROS DE REPOSTERIA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3250382,Harina de Maiz Precocida Amar,93,GALLETAS Y HARINAS,4525,HARINA PRECOCIDA MAIZ,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3250386,Harina de Maiz Precocida Blan,93,GALLETAS Y HARINAS,4525,HARINA PRECOCIDA MAIZ,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3254338,Caldo De Gallina 12 Cubos,402,SALSAS Y CONDIMENTOS,6610,CALDOS GALLINA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3254342,Caldo De Gallina 8 Cubos,402,SALSAS Y CONDIMENTOS,6610,CALDOS GALLINA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3254344,Caldo De Costilla 8 Cubos,402,SALSAS Y CONDIMENTOS,6620,CALDOS OTROS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3254345,Caldo De Costilla 12 Cubos,402,SALSAS Y CONDIMENTOS,6620,CALDOS OTROS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3257072,Aceite Vegetal,403,ACEITES COMESTIBLES,7820,ACEITES MEZCLAS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3257073,Aceite Vegetal,403,ACEITES COMESTIBLES,7820,ACEITES MEZCLAS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3259113,Atun Lomo Agua,94,ENLATADOS,2110,ATUNES EN AGUA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3259114,Atun Lomo Agua,94,ENLATADOS,2110,ATUNES EN AGUA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3260266,Durazno en Almibar,94,ENLATADOS,7260,DURAZNOS/MELOCOTON CONSERVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3264842,Papel Higienico Premium 3HX12,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3264843,Papel Higienico Premium 3HX12,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3264845,Papel Higienico Premium 3HX12,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3276481,Atun Lomo Aceite,94,ENLATADOS,2120,ATUNES EN ACEITE,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3276485,Atun Lomo Aceite,94,ENLATADOS,2120,ATUNES EN ACEITE,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3277050,Tostada Blanca,81,PANADERIA INUSTRI.Y REPOSTERIA,1970,TOSTADAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3280457,Queso Parmesano,83,DERIVADOS LACTEOS,2570,RALLADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3283975,Arena para gatos,401,MASCOTAS,1435,ARENAS Y TAPETES,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3287802,Atún Rallado Aceite,94,ENLATADOS,2140,DESMENUZADO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3295502,Galletas Wafer Vainilla,93,GALLETAS Y HARINAS,1621,GALLETAS WAFER,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3295503,Galletas Wafer Chocolate,93,GALLETAS Y HARINAS,1621,GALLETAS WAFER,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3295559,Galletas Cremadas Vainilla,93,GALLETAS Y HARINAS,1631,GALLETAS CREMADAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3295560,Galletas Cremadas Chocolate,93,GALLETAS Y HARINAS,1631,GALLETAS CREMADAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3295561,Galletas Cremadas Fresa,93,GALLETAS Y HARINAS,1631,GALLETAS CREMADAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3298214,Queso Parmesano,83,DERIVADOS LACTEOS,2570,RALLADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3299409,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3299410,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3299411,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3300670,Pan Tajado Blanco,81,PANADERIA INUSTRI.Y REPOSTERIA,1910,PAN TAJADO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3310407,Azúcar Blanco Especial,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3310410,Azúcar Blanco Especial,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3310412,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3310418,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3318957,Salsa BBQ,402,SALSAS Y CONDIMENTOS,3525,SALSAS BBQ,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3320441,Lomo de Atún en Aceite Tripack,94,ENLATADOS,2120,ATUNES EN ACEITE,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3322065,Pan Súper Perro con Ajonjolí,81,PANADERIA INUSTRI.Y REPOSTERIA,1920,PAN PERRO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3325409,Shampoo de Bebé,96,CUIDADO CAPILAR Y ACCESORIOS,1340,SHAMPOO BEBES NINOS,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3326788,Leche Semid Deslact UHT Paquet,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326790,Leche Semid Deslact UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326792,Leche Entera UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326794,Leche Entera UHT Paquete,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326796,Leche Entera UHT Max,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326797,Leche Semid Deslact UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326798,Leche Semid Deslact UHT Paquet,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326799,Leche Entera UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326800,Leche Entera UHT Paquete Max,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3326801,Leche Entera UHT Paquete,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3327580,Crema Cocoa & Karite,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3327581,Crema Aloe Vera,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3327582,Crema Almendras,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3327584,Crema Para Bebé,406,CUIDADO CORPORAL,1350,CREMAS HUMECTANTES BEBE,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3330627,Aceite De Oliva Virgen Extra,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3330630,Aceite de Oliva Extra Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3331366,Bocadillo Dulce En Hoja De Bij,402,SALSAS Y CONDIMENTOS,6760,BOCADILLOS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3331394,Queso Tipo Sanduche,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3333297,Shampoo Acai Y Romero,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,36839,ALGABO MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3333758,Crema Corporal Lubricante,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3336532,Maicitos Dulces Enlatados,94,ENLATADOS,1525,MAICES CONSERVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3343468,Lavaloza Ekono Limon,405,LIMPIADORES E IMPLEMENTOS ASEO,4510,LAVALOZA CREMAS/GEL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3344695,Granola,93,GALLETAS Y HARINAS,4410,GRANOLAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3344697,Granola Coco,93,GALLETAS Y HARINAS,4410,GRANOLAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3354234,Esparcible,83,DERIVADOS LACTEOS,2041,MARGARINA O ESPARCIBLE DE MESA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3355096,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3355098,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3355100,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3373213,Torta Negra Lonchera,81,PANADERIA INUSTRI.Y REPOSTERIA,5536,TAJADAS SIN CUBIERTA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3382405,Papel Higienico 4 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3397990,Azucar Blanco,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3400652,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3400653,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403501,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403502,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403530,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403551,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403552,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3403555,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3436274,Aceite De Aguacate,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3453139,Galletas Saladas x 3 Tacos,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3454318,Chocolate Clavos Y Canela,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6050,CHOCOLATES ALINADOS DULCE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3462328,Bolsa De Basura Blanca,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3462329,Bolsa De Basura Negra,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3462330,Bolsa De Basura Verde,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3475406,Arepa Tela,83,DERIVADOS LACTEOS,4080,AREPAS BLANCAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3479458,Queso Mozzarella Tajado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3491790,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3507566,Galletas Saladas,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3511293,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3511294,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3518647,Papel Higiénico X 12 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3519268,Jabón Antibacterial Avena,406,CUIDADO CORPORAL,1221,JABON ANTIBACTERIALES/MEDICADO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,403042,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,405927,PAPEL HIG BLANCO TRIPLE HOJA,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,425724,&SERVILLETA DOBLADA,67,PAPELES Y ABSORBENTES,7510,SERVILLETAS NORMALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,426831,GUANTES DOMESTICOS TALLA 8,405,LIMPIADORES E IMPLEMENTOS ASEO,5811,GUANTES DOMESTICOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,429306,Esponja Doble Uso 2Pack,405,LIMPIADORES E IMPLEMENTOS ASEO,4450,ESPUMAS Y PLASTICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,438331,Cafe Molido,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5610,CAFE MOLIDO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,489509,Servilleta Blanca De Lujo,67,PAPELES Y ABSORBENTES,7520,SERVILLETAS LUJO,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,580153,PAPEL HIGIENICO,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,598300,Toalla Cocina Doble Hoj 1 Roll,67,PAPELES Y ABSORBENTES,2020,TOALLAS COCINA DESECHABLE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
